Step,Value
931,7.833960808056872e-06
932,7.7976555985515e-06
933,7.856024240027182e-06
934,7.762742825434543e-06
935,7.817834557499737e-06
936,7.804116648912895e-06
937,7.79232505010441e-06
938,7.802993422956206e-06
939,7.807138899806887e-06
940,7.815736353222746e-06
941,7.754350008326583e-06
942,7.759804248053115e-06
943,7.86214332038071e-06
944,7.744620234007016e-06
945,7.744958566036075e-06
946,7.781047315802425e-06
947,7.775453923386522e-06
948,7.783381079207174e-06
949,7.695032763876952e-06
950,7.814093805791344e-06
951,7.72175826568855e-06
952,7.757441380817909e-06
953,7.758795618428849e-06
954,7.769269359414466e-06
955,7.721443580521736e-06
956,7.800226740073413e-06
957,7.730224751867354e-06
958,7.741522495052777e-06
959,7.670973900530953e-06
960,7.748069037916139e-06
961,7.737857231404632e-06
962,7.717428161413409e-06
963,7.662816642550752e-06
964,7.728528544248547e-06
965,7.716355867160019e-06
966,7.759295840514824e-06
967,7.67460460338043e-06
968,7.709255442023277e-06
969,7.699849447817542e-06
970,7.701001777604688e-06
971,7.637467206222937e-06
972,7.695862223044969e-06
973,7.679461305087898e-06
974,7.663858923478983e-06
975,7.71833674662048e-06
976,7.64952437748434e-06
977,7.684185220568907e-06
978,7.646532139915507e-06
979,7.679490408918355e-06
980,7.676406312384643e-06
981,7.678483598283492e-06
982,7.672596439078916e-06
983,7.657832611585036e-06
984,7.60417060519103e-06
985,7.661105883016717e-06
986,7.624764293723274e-06
987,7.651588020962663e-06
988,7.62391073294566e-06
989,7.640848707524128e-06
990,7.653803550056182e-06
991,7.652221938769799e-06
992,7.620358246640535e-06
993,7.685400305490475e-06
994,7.586677384097129e-06
995,7.643987373739947e-06
996,7.681975148443598e-06
997,7.527428806497483e-06
998,7.700690730416682e-06
999,7.63074331189273e-06
